process_code,process_name,endpoint,node_no,state_code,business_node,employee_duty,center_duty,tech_duty,data_object,domain_event,node_output
P073,场次执行,技术后台端,8,S08,异常复盘,查看/配合,主办/决策,配置支撑/留痕,P073_S08,P073.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,1,S01,缺员报告,查看/配合,监督/协同,配置支撑/留痕,P074_S01,P074.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,2,S02,替补资格校验,查看/配合,主办/决策,配置支撑/留痕,P074_S02,P074.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,3,S03,排班变更,查看/配合,主办/决策,配置支撑/留痕,P074_S03,P074.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,4,S04,相关部门通知,查看/配合,监督/协同,配置支撑/留痕,P074_S04,P074.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,5,S05,场前确认,主办/填写,主办/决策,配置支撑/留痕,P074_S05,P074.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P074,临时缺员,技术后台端,6,S06,结果记录,查看/配合,监督/协同,配置支撑/留痕,P074_S06,P074.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,1,S01,风险发现,查看/配合,监督/协同,配置支撑/留痕,P075_S01,P075.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,2,S02,暂停/取消决定,查看/配合,主办/决策,配置支撑/留痕,P075_S02,P075.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,3,S03,游客与运营通知,查看/配合,监督/协同,配置支撑/留痕,P075_S03,P075.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,4,S04,技术和票务协同,查看/配合,监督/协同,配置支撑/留痕,P075_S04,P075.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,5,S05,原因调查,查看/配合,主办/决策,配置支撑/留痕,P075_S05,P075.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P075,停演,技术后台端,6,S06,复演条件确认,主办/填写,主办/决策,配置支撑/留痕,P075_S06,P075.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,1,S01,读取节目版本,查看/配合,监督/协同,配置支撑/留痕,P076_S01,P076.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,2,S02,生成配置清单,查看/配合,监督/协同,系统自动/技术保障,P076_S02,P076.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,3,S03,备货,查看/配合,监督/协同,配置支撑/留痕,P076_S03,P076.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,4,S04,状态检查,查看/配合,监督/协同,配置支撑/留痕,P076_S04,P076.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,5,S05,领用签收,主办/填写,监督/协同,配置支撑/留痕,P076_S05,P076.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,6,S06,场次使用,主办/填写,监督/协同,配置支撑/留痕,P076_S06,P076.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,7,S07,归还验收,主办/填写,主办/决策,配置支撑/留痕,P076_S07,P076.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P076,场次准备,技术后台端,8,S08,清洁维护,主办/填写,监督/协同,配置支撑/留痕,P076_S08,P076.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,1,S01,归还发现异常,主办/填写,监督/协同,配置支撑/留痕,P077_S01,P077.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,2,S02,隔离,查看/配合,监督/协同,配置支撑/留痕,P077_S02,P077.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,3,S03,专业鉴定,查看/配合,主办/决策,配置支撑/留痕,P077_S03,P077.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,4,S04,维修/报损建议,查看/配合,监督/协同,配置支撑/留痕,P077_S04,P077.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,5,S05,审批,查看/配合,主办/决策,配置支撑/留痕,P077_S05,P077.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,6,S06,维修或资产处置,查看/配合,监督/协同,配置支撑/留痕,P077_S06,P077.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P077,损坏报损,技术后台端,7,S07,状态回写,查看/配合,监督/协同,系统自动/技术保障,P077_S07,P077.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,1,S01,计划,查看/配合,主办/决策,配置支撑/留痕,P078_S01,P078.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,2,S02,分区冻结,查看/配合,监督/协同,配置支撑/留痕,P078_S02,P078.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,3,S03,实盘,查看/配合,监督/协同,配置支撑/留痕,P078_S03,P078.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,4,S04,差异,查看/配合,监督/协同,配置支撑/留痕,P078_S04,P078.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,5,S05,追溯场次领用,查看/配合,监督/协同,配置支撑/留痕,P078_S05,P078.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,6,S06,处理,查看/配合,主办/决策,配置支撑/留痕,P078_S06,P078.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P078,盘点,技术后台端,7,S07,复核,查看/配合,主办/决策,配置支撑/留痕,P078_S07,P078.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,1,S01,任务申请,主办/填写,监督/协同,配置支撑/留痕,P079_S01,P079.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,2,S02,区域与用途审核,查看/配合,主办/决策,配置支撑/留痕,P079_S02,P079.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,3,S03,资质设备校验,查看/配合,主办/决策,配置支撑/留痕,P079_S03,P079.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,4,S04,气象与报备,查看/配合,监督/协同,配置支撑/留痕,P079_S04,P079.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,5,S05,计划批准,查看/配合,主办/决策,配置支撑/留痕,P079_S05,P079.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,6,S06,场前检查,查看/配合,监督/协同,配置支撑/留痕,P079_S06,P079.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,7,S07,飞行,主办/填写,监督/协同,配置支撑/留痕,P079_S07,P079.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,8,S08,日志回传,查看/配合,监督/协同,系统自动/技术保障,P079_S08,P079.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P079,飞行任务,技术后台端,9,S09,验收归档,查看/配合,主办/决策,配置支撑/留痕,P079_S09,P079.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,1,S01,天气或风险触发,查看/配合,监督/协同,配置支撑/留痕,P080_S01,P080.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,2,S02,暂停,查看/配合,监督/协同,配置支撑/留痕,P080_S02,P080.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,3,S03,相关中心通知,查看/配合,监督/协同,配置支撑/留痕,P080_S03,P080.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,4,S04,设备解除锁定,查看/配合,主办/决策,配置支撑/留痕,P080_S04,P080.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,5,S05,票务/运营影响处理,查看/配合,主办/决策,配置支撑/留痕,P080_S05,P080.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P080,任务取消,技术后台端,6,S06,原因归档,查看/配合,主办/决策,配置支撑/留痕,P080_S06,P080.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,1,S01,立即停飞,查看/配合,监督/协同,配置支撑/留痕,P081_S01,P081.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,2,S02,人员与现场保护,查看/配合,监督/协同,配置支撑/留痕,P081_S02,P081.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,3,S03,报告,查看/配合,监督/协同,配置支撑/留痕,P081_S03,P081.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,4,S04,设备隔离,查看/配合,监督/协同,配置支撑/留痕,P081_S04,P081.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,5,S05,数据保全,查看/配合,监督/协同,配置支撑/留痕,P081_S05,P081.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,6,S06,统一案件,查看/配合,监督/协同,配置支撑/留痕,P081_S06,P081.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,7,S07,专业调查,查看/配合,主办/决策,配置支撑/留痕,P081_S07,P081.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P081,飞行事故,技术后台端,8,S08,整改与复飞审批,查看/配合,主办/决策,配置支撑/留痕,P081_S08,P081.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,1,S01,读取节目场次,查看/配合,监督/协同,配置支撑/留痕,P082_S01,P082.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,2,S02,生成技术任务,查看/配合,监督/协同,系统自动/技术保障,P082_S02,P082.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,3,S03,人员排班,查看/配合,主办/决策,配置支撑/留痕,P082_S03,P082.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,4,S04,设备配置,查看/配合,监督/协同,配置支撑/留痕,P082_S04,P082.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,5,S05,场前联调,查看/配合,监督/协同,配置支撑/留痕,P082_S05,P082.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,6,S06,场中值守,查看/配合,监督/协同,配置支撑/留痕,P082_S06,P082.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,7,S07,场后检查,查看/配合,监督/协同,配置支撑/留痕,P082_S07,P082.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P082,场次技术保障,技术后台端,8,S08,结果确认,主办/填写,主办/决策,配置支撑/留痕,P082_S08,P082.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,1,S01,故障发现,查看/配合,监督/协同,配置支撑/留痕,P083_S01,P083.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,2,S02,风险分级,查看/配合,监督/协同,配置支撑/留痕,P083_S02,P083.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,3,S03,立即隔离/降级,查看/配合,监督/协同,配置支撑/留痕,P083_S03,P083.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,4,S04,替代方案,查看/配合,监督/协同,配置支撑/留痕,P083_S04,P083.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,5,S05,维修工单,查看/配合,监督/协同,配置支撑/留痕,P083_S05,P083.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,6,S06,验收,查看/配合,主办/决策,配置支撑/留痕,P083_S06,P083.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,7,S07,恢复,查看/配合,监督/协同,配置支撑/留痕,P083_S07,P083.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P083,设备故障,技术后台端,8,S08,根因分析,查看/配合,监督/协同,配置支撑/留痕,P083_S08,P083.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,1,S01,重大故障,查看/配合,监督/协同,配置支撑/留痕,P084_S01,P084.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,2,S02,安全评估,查看/配合,监督/协同,配置支撑/留痕,P084_S02,P084.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,3,S03,提出停演建议,查看/配合,监督/协同,配置支撑/留痕,P084_S03,P084.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,4,S04,有权决定,查看/配合,主办/决策,配置支撑/留痕,P084_S04,P084.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,5,S05,通知相关中心,查看/配合,监督/协同,配置支撑/留痕,P084_S05,P084.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,6,S06,现场处置,查看/配合,监督/协同,配置支撑/留痕,P084_S06,P084.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P084,停演技术建议,技术后台端,7,S07,复演验证,查看/配合,监督/协同,配置支撑/留痕,P084_S07,P084.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,1,S01,监控或用户发现,查看/配合,监督/协同,系统自动/技术保障,P085_S01,P085.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,2,S02,告警归并,查看/配合,监督/协同,系统自动/技术保障,P085_S02,P085.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,3,S03,影响范围判断,查看/配合,监督/协同,配置支撑/留痕,P085_S03,P085.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,4,S04,应急恢复,查看/配合,监督/协同,配置支撑/留痕,P085_S04,P085.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,5,S05,通知业务,查看/配合,监督/协同,配置支撑/留痕,P085_S05,P085.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,6,S06,根因修复,查看/配合,监督/协同,配置支撑/留痕,P085_S06,P085.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,7,S07,验证,查看/配合,监督/协同,配置支撑/留痕,P085_S07,P085.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P085,网络故障,技术后台端,8,S08,复盘,查看/配合,主办/决策,配置支撑/留痕,P085_S08,P085.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,1,S01,变更申请,主办/填写,监督/协同,配置支撑/留痕,P086_S01,P086.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,2,S02,影响与风险,查看/配合,监督/协同,配置支撑/留痕,P086_S02,P086.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,3,S03,技术评审,查看/配合,主办/决策,配置支撑/留痕,P086_S03,P086.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,4,S04,业务确认,主办/填写,主办/决策,配置支撑/留痕,P086_S04,P086.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,5,S05,变更窗口,查看/配合,监督/协同,配置支撑/留痕,P086_S05,P086.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,6,S06,执行,主办/填写,监督/协同,配置支撑/留痕,P086_S06,P086.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,7,S07,验证,查看/配合,监督/协同,配置支撑/留痕,P086_S07,P086.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P086,网络变更,技术后台端,8,S08,回退或关闭,查看/配合,主办/决策,配置支撑/留痕,P086_S08,P086.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,1,S01,活动需求,查看/配合,监督/协同,配置支撑/留痕,P087_S01,P087.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,2,S02,容量与覆盖评估,查看/配合,监督/协同,配置支撑/留痕,P087_S02,P087.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,3,S03,临时设备/链路,查看/配合,监督/协同,配置支撑/留痕,P087_S03,P087.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,4,S04,联调,查看/配合,监督/协同,配置支撑/留痕,P087_S04,P087.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,5,S05,现场值守,查看/配合,监督/协同,配置支撑/留痕,P087_S05,P087.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,6,S06,撤场,查看/配合,监督/协同,配置支撑/留痕,P087_S06,P087.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P087,活动保障,技术后台端,7,S07,数据复盘,查看/配合,主办/决策,配置支撑/留痕,P087_S07,P087.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,1,S01,用户申请,主办/填写,监督/协同,配置支撑/留痕,P088_S01,P088.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,2,S02,服务目录匹配,查看/配合,监督/协同,配置支撑/留痕,P088_S02,P088.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,3,S03,自动/人工分派,查看/配合,主办/决策,系统自动/技术保障,P088_S03,P088.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,4,S04,处理,查看/配合,主办/决策,配置支撑/留痕,P088_S04,P088.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,5,S05,用户确认,主办/填写,主办/决策,配置支撑/留痕,P088_S05,P088.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,6,S06,验收,查看/配合,主办/决策,配置支撑/留痕,P088_S06,P088.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P088,IT服务请求,技术后台端,7,S07,知识沉淀,查看/配合,监督/协同,配置支撑/留痕,P088_S07,P088.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,1,S01,发布申请,主办/填写,主办/决策,配置支撑/留痕,P089_S01,P089.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,2,S02,测试证据,查看/配合,监督/协同,系统自动/技术保障,P089_S02,P089.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,3,S03,业务确认,主办/填写,主办/决策,配置支撑/留痕,P089_S03,P089.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,4,S04,变更评审,查看/配合,主办/决策,配置支撑/留痕,P089_S04,P089.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,5,S05,窗口执行,主办/填写,监督/协同,配置支撑/留痕,P089_S05,P089.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,6,S06,健康检查,查看/配合,监督/协同,配置支撑/留痕,P089_S06,P089.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,7,S07,灰度,查看/配合,监督/协同,系统自动/技术保障,P089_S07,P089.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,8,S08,全量或回退,查看/配合,监督/协同,配置支撑/留痕,P089_S08,P089.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P089,生产发布,技术后台端,9,S09,归档,查看/配合,主办/决策,配置支撑/留痕,P089_S09,P089.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,1,S01,业务授权批准,查看/配合,主办/决策,配置支撑/留痕,P090_S01,P090.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,2,S02,执行任务,主办/填写,监督/协同,配置支撑/留痕,P090_S02,P090.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,3,S03,最小权限配置,查看/配合,监督/协同,系统自动/技术保障,P090_S03,P090.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,4,S04,回执,查看/配合,监督/协同,配置支撑/留痕,P090_S04,P090.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,5,S05,权限复核,查看/配合,主办/决策,系统自动/技术保障,P090_S05,P090.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P090,账号执行,技术后台端,6,S06,到期/离职回收,查看/配合,监督/协同,配置支撑/留痕,P090_S06,P090.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,1,S01,演练计划,查看/配合,主办/决策,配置支撑/留痕,P091_S01,P091.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,2,S02,备份选择,查看/配合,监督/协同,系统自动/技术保障,P091_S02,P091.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,3,S03,隔离环境恢复,查看/配合,监督/协同,配置支撑/留痕,P091_S03,P091.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,4,S04,数据一致性验证,查看/配合,监督/协同,配置支撑/留痕,P091_S04,P091.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,5,S05,结果报告,查看/配合,监督/协同,配置支撑/留痕,P091_S05,P091.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P091,恢复演练,技术后台端,6,S06,整改,查看/配合,监督/协同,配置支撑/留痕,P091_S06,P091.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,1,S01,需求基线,查看/配合,监督/协同,配置支撑/留痕,P092_S01,P092.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,2,S02,方案评审,查看/配合,主办/决策,配置支撑/留痕,P092_S02,P092.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,3,S03,任务拆分,查看/配合,监督/协同,配置支撑/留痕,P092_S03,P092.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,4,S04,失败测试,查看/配合,监督/协同,系统自动/技术保障,P092_S04,P092.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,5,S05,最小实现,查看/配合,监督/协同,配置支撑/留痕,P092_S05,P092.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,6,S06,代码评审,查看/配合,主办/决策,配置支撑/留痕,P092_S06,P092.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,7,S07,自动化测试,查看/配合,监督/协同,系统自动/技术保障,P092_S07,P092.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,8,S08,验收,查看/配合,主办/决策,配置支撑/留痕,P092_S08,P092.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P092,需求开发,技术后台端,9,S09,发布,查看/配合,主办/决策,配置支撑/留痕,P092_S09,P092.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,1,S01,复现,查看/配合,监督/协同,配置支撑/留痕,P093_S01,P093.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,2,S02,严重度,查看/配合,监督/协同,配置支撑/留痕,P093_S02,P093.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,3,S03,根因,查看/配合,监督/协同,配置支撑/留痕,P093_S03,P093.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,4,S04,回归测试先行,查看/配合,监督/协同,系统自动/技术保障,P093_S04,P093.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,5,S05,修复,查看/配合,监督/协同,配置支撑/留痕,P093_S05,P093.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,6,S06,安全与影响审查,查看/配合,监督/协同,配置支撑/留痕,P093_S06,P093.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,7,S07,发布,查看/配合,主办/决策,配置支撑/留痕,P093_S07,P093.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P093,缺陷修复,技术后台端,8,S08,监控,查看/配合,监督/协同,系统自动/技术保障,P093_S08,P093.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,1,S01,冻结范围,查看/配合,监督/协同,配置支撑/留痕,P094_S01,P094.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,2,S02,构建,查看/配合,监督/协同,系统自动/技术保障,P094_S02,P094.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,3,S03,测试门禁,查看/配合,监督/协同,系统自动/技术保障,P094_S03,P094.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,4,S04,迁移演练,查看/配合,监督/协同,系统自动/技术保障,P094_S04,P094.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,5,S05,变更审批,查看/配合,主办/决策,配置支撑/留痕,P094_S05,P094.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,6,S06,灰度,查看/配合,监督/协同,系统自动/技术保障,P094_S06,P094.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,7,S07,监控,查看/配合,监督/协同,系统自动/技术保障,P094_S07,P094.stage.07.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,8,S08,全量,查看/配合,监督/协同,配置支撑/留痕,P094_S08,P094.stage.08.completed,节点结果、附件、状态事件、通知与审计记录
P094,版本发布,技术后台端,9,S09,复盘,查看/配合,主办/决策,配置支撑/留痕,P094_S09,P094.stage.09.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,1,S01,需求提交,查看/配合,监督/协同,配置支撑/留痕,P095_S01,P095.stage.01.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,2,S02,完整性检查,查看/配合,监督/协同,配置支撑/留痕,P095_S02,P095.stage.02.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,3,S03,排期,查看/配合,监督/协同,配置支撑/留痕,P095_S03,P095.stage.03.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,4,S04,创作,查看/配合,监督/协同,配置支撑/留痕,P095_S04,P095.stage.04.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,5,S05,内部审核,查看/配合,主办/决策,配置支撑/留痕,P095_S05,P095.stage.05.completed,节点结果、附件、状态事件、通知与审计记录
P095,宣传物料制作,技术后台端,6,S06,需求方确认,主办/填写,主办/决策,配置支撑/留痕,P095_S06,P095.stage.06.completed,节点结果、附件、状态事件、通知与审计记录
