process_code,process_name,endpoint,state_code,state_name,enter_condition,allowed_action,next_state,sla,timeout_policy,rollback_rule,audit_point
P031,归档接收,技术后台端,S03,格式与完整性校验,提交移交,提交/确认/处理/退回/转交（按权限）,缺件退回,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P031,归档接收,技术后台端,S04,缺件退回,格式与完整性校验,提交/确认/处理/退回/转交（按权限）,档案编号,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P031,归档接收,技术后台端,S05,档案编号,缺件退回,提交/确认/处理/退回/转交（按权限）,实体或电子入库,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P031,归档接收,技术后台端,S06,实体或电子入库,档案编号,提交/确认/处理/退回/转交（按权限）,接收回执,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P031,归档接收,技术后台端,S07,接收回执,实体或电子入库,提交/确认/处理/退回/转交（按权限）,冻结,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P031,归档接收,技术后台端,S08,冻结,接收回执,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S01,申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,范围与用途审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S02,范围与用途审批,申请,提交/确认/处理/退回/转交（按权限）,档案出库或授权,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S03,档案出库或授权,范围与用途审批,提交/确认/处理/退回/转交（按权限）,使用留痕,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S04,使用留痕,档案出库或授权,提交/确认/处理/退回/转交（按权限）,到期提醒,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S05,到期提醒,使用留痕,提交/确认/处理/退回/转交（按权限）,归还验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S06,归还验收,到期提醒,提交/确认/处理/退回/转交（按权限）,状态恢复,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S07,状态恢复,归还验收,提交/确认/处理/退回/转交（按权限）,归档,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P032,借阅归还,技术后台端,S08,归档,状态恢复,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S01,到期扫描,流程触发/发起,提交/确认/处理/退回/转交（按权限）,鉴定清单,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S02,鉴定清单,到期扫描,提交/确认/处理/退回/转交（按权限）,业务与法务会签,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S03,业务与法务会签,鉴定清单,提交/确认/处理/退回/转交（按权限）,有权审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S04,有权审批,业务与法务会签,提交/确认/处理/退回/转交（按权限）,销毁执行,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S05,销毁执行,有权审批,提交/确认/处理/退回/转交（按权限）,双人见证,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S06,双人见证,销毁执行,提交/确认/处理/退回/转交（按权限）,证明归档,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P033,销毁鉴定,技术后台端,S07,证明归档,双人见证,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S01,需求申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,库存核查,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S02,库存核查,需求申请,提交/确认/处理/退回/转交（按权限）,预算校验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S03,预算校验,库存核查,提交/确认/处理/退回/转交（按权限）,采购审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S04,采购审批,预算校验,提交/确认/处理/退回/转交（按权限）,询比价,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S05,询比价,采购审批,提交/确认/处理/退回/转交（按权限）,定标,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S06,定标,询比价,提交/确认/处理/退回/转交（按权限）,订单,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S07,订单,定标,提交/确认/处理/退回/转交（按权限）,到货,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S08,到货,订单,提交/确认/处理/退回/转交（按权限）,专业验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S09,专业验收,到货,提交/确认/处理/退回/转交（按权限）,入库,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S10,入库,专业验收,提交/确认/处理/退回/转交（按权限）,对账,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S11,对账,入库,提交/确认/处理/退回/转交（按权限）,归档,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P034,标准采购,技术后台端,S12,归档,对账,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S01,紧急原因登记,流程触发/发起,提交/确认/处理/退回/转交（按权限）,授权审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S02,授权审批,紧急原因登记,提交/确认/处理/退回/转交（按权限）,限额采购,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S03,限额采购,授权审批,提交/确认/处理/退回/转交（按权限）,到货验收,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S04,到货验收,限额采购,提交/确认/处理/退回/转交（按权限）,事后补充材料,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S05,事后补充材料,到货验收,提交/确认/处理/退回/转交（按权限）,财务复核,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S06,财务复核,事后补充材料,提交/确认/处理/退回/转交（按权限）,专项审计,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P035,紧急采购,技术后台端,S07,专项审计,财务复核,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S01,验收不合格,流程触发/发起,提交/确认/处理/退回/转交（按权限）,隔离,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S02,隔离,验收不合格,提交/确认/处理/退回/转交（按权限）,责任确认,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S03,责任确认,隔离,提交/确认/处理/退回/转交（按权限）,退换货审批,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S04,退换货审批,责任确认,提交/确认/处理/退回/转交（按权限）,供应商处理,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S05,供应商处理,退换货审批,提交/确认/处理/退回/转交（按权限）,重新验收或退款,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S06,重新验收或退款,供应商处理,提交/确认/处理/退回/转交（按权限）,库存财务回写,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P036,退换货,技术后台端,S07,库存财务回写,重新验收或退款,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S01,创建订单,流程触发/发起,提交/确认/处理/退回/转交（按权限）,价格规则校验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S02,价格规则校验,创建订单,提交/确认/处理/退回/转交（按权限）,支付,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S03,支付,价格规则校验,提交/确认/处理/退回/转交（按权限）,出票,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S04,出票,支付,提交/确认/处理/退回/转交（按权限）,入园核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S05,入园核验,出票,提交/确认/处理/退回/转交（按权限）,核销,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S06,核销,入园核验,提交/确认/处理/退回/转交（按权限）,异常处理,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S07,异常处理,核销,提交/确认/处理/退回/转交（按权限）,日结对账,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P037,售检票闭环,技术后台端,S08,日结对账,异常处理,提交/确认/处理/退回/转交（按权限）,已关闭,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S01,申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,规则校验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S02,规则校验,申请,提交/确认/处理/退回/转交（按权限）,审批或自动判断,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S03,审批或自动判断,规则校验,提交/确认/处理/退回/转交（按权限）,票码冻结,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S04,票码冻结,审批或自动判断,提交/确认/处理/退回/转交（按权限）,退款/改签执行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S05,退款/改签执行,票码冻结,提交/确认/处理/退回/转交（按权限）,支付回执,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S06,支付回执,退款/改签执行,提交/确认/处理/退回/转交（按权限）,票务与财务冲销,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P038,退款改签,技术后台端,S07,票务与财务冲销,支付回执,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S01,设备离线,流程触发/发起,提交/确认/处理/退回/转交（按权限）,本地白名单核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S02,本地白名单核验,设备离线,提交/确认/处理/退回/转交（按权限）,离线记录,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S03,离线记录,本地白名单核验,提交/确认/处理/退回/转交（按权限）,网络恢复,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S04,网络恢复,离线记录,提交/确认/处理/退回/转交（按权限）,批量回传,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S05,批量回传,网络恢复,提交/确认/处理/退回/转交（按权限）,防重合并,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S06,防重合并,批量回传,提交/确认/处理/退回/转交（按权限）,差异处理,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P039,离线检票,技术后台端,S07,差异处理,防重合并,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S01,线索录入,流程触发/发起,提交/确认/处理/退回/转交（按权限）,查重与归属,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S02,查重与归属,线索录入,提交/确认/处理/退回/转交（按权限）,初步评估,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S03,初步评估,查重与归属,提交/确认/处理/退回/转交（按权限）,客户沟通,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S04,客户沟通,初步评估,提交/确认/处理/退回/转交（按权限）,方案与报价,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S05,方案与报价,客户沟通,提交/确认/处理/退回/转交（按权限）,商务审批,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S06,商务审批,方案与报价,提交/确认/处理/退回/转交（按权限）,合同协同,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S07,合同协同,商务审批,提交/确认/处理/退回/转交（按权限）,交付移交,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S08,交付移交,合同协同,提交/确认/处理/退回/转交（按权限）,回款跟踪,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S09,回款跟踪,交付移交,提交/确认/处理/退回/转交（按权限）,复盘,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P040,商机推进,技术后台端,S10,复盘,回款跟踪,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S01,活动立项,流程触发/发起,提交/确认/处理/退回/转交（按权限）,目标与预算,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S02,目标与预算,活动立项,提交/确认/处理/退回/转交（按权限）,企划协同,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S03,企划协同,目标与预算,提交/确认/处理/退回/转交（按权限）,新媒体发布,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S04,新媒体发布,企划协同,提交/确认/处理/退回/转交（按权限）,行政资源,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S05,行政资源,新媒体发布,提交/确认/处理/退回/转交（按权限）,现场执行,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S06,现场执行,行政资源,提交/确认/处理/退回/转交（按权限）,线索回收,按计划时点/班次完成,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S07,线索回收,现场执行,提交/确认/处理/退回/转交（按权限）,费用对账,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S08,费用对账,线索回收,提交/确认/处理/退回/转交（按权限）,效果复盘,T+1个工作日或财务日历,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P041,市场活动,技术后台端,S09,效果复盘,费用对账,提交/确认/处理/退回/转交（按权限）,已关闭,事项关闭后2个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S01,渠道申请,流程触发/发起,提交/确认/处理/退回/转交（按权限）,资质核验,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S02,资质核验,渠道申请,提交/确认/处理/退回/转交（按权限）,风险评估,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S03,风险评估,资质核验,提交/确认/处理/退回/转交（按权限）,合作审批,立即响应；L3/L4 30分钟内升级,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S04,合作审批,风险评估,提交/确认/处理/退回/转交（按权限）,合同签署,1个工作日；高风险按制度,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S05,合同签署,合作审批,提交/确认/处理/退回/转交（按权限）,账号与价格权限,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S06,账号与价格权限,合同签署,提交/确认/处理/退回/转交（按权限）,观察期,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S07,观察期,账号与价格权限,提交/确认/处理/退回/转交（按权限）,正式评级,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
P042,渠道准入,技术后台端,S08,正式评级,观察期,提交/确认/处理/退回/转交（按权限）,已关闭,按流程配置；默认1个工作日,超时提醒→主管催办→高风险升级,仅退回到可编辑前置节点；关键财务/签署节点不得物理回退,操作者、身份、时间、前后值、原因、附件哈希、设备/IP
