table,name,columns,kind,unique,where,purpose
iam.account_execution,idx_iam_account_execution_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
iam.account_execution,idx_iam_account_execution_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
iam.account_execution,uk_iam_account_execution_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
iam.account_execution_item,idx_iam_account_execution_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
iam.account_execution_item,idx_iam_account_execution_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.recovery_drill,idx_itops_recovery_drill_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.recovery_drill,uk_itops_recovery_drill_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
itops.recovery_drill,idx_itops_recovery_drill_status,"tenant_id,status",BTREE,否,,待办和状态查询
itops.recovery_drill,idx_itops_recovery_drill_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
itops.recovery_drill,idx_itops_recovery_drill_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
itops.recovery_drill,uk_itops_recovery_drill_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
itops.recovery_drill_item,idx_itops_recovery_drill_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
itops.recovery_drill_item,idx_itops_recovery_drill_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.requirement,idx_devops_requirement_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.requirement,uk_devops_requirement_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
devops.requirement,idx_devops_requirement_status,"tenant_id,status",BTREE,否,,待办和状态查询
devops.requirement,idx_devops_requirement_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.requirement,idx_devops_requirement_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
devops.requirement,uk_devops_requirement_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
devops.requirement_item,idx_devops_requirement_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.requirement_item,idx_devops_requirement_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.defect,idx_devops_defect_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.defect,uk_devops_defect_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
devops.defect,idx_devops_defect_status,"tenant_id,status",BTREE,否,,待办和状态查询
devops.defect,idx_devops_defect_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
devops.defect,idx_devops_defect_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
devops.defect,uk_devops_defect_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
devops.defect_item,idx_devops_defect_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
devops.defect_item,idx_devops_defect_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.material_request,idx_content_material_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.material_request,uk_content_material_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
content.material_request,idx_content_material_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
content.material_request,idx_content_material_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.material_request,idx_content_material_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
content.material_request,uk_content_material_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
content.material_request_item,idx_content_material_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.material_request_item,idx_content_material_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.shooting_task,idx_content_shooting_task_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.shooting_task,uk_content_shooting_task_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
content.shooting_task,idx_content_shooting_task_status,"tenant_id,status",BTREE,否,,待办和状态查询
content.shooting_task,idx_content_shooting_task_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.shooting_task,idx_content_shooting_task_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
content.shooting_task,uk_content_shooting_task_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
content.shooting_task_item,idx_content_shooting_task_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.shooting_task_item,idx_content_shooting_task_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.change_request,idx_content_change_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.change_request,uk_content_change_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
content.change_request,idx_content_change_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
content.change_request,idx_content_change_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
content.change_request,idx_content_change_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
content.change_request,uk_content_change_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
content.change_request_item,idx_content_change_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
content.change_request_item,idx_content_change_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.project,idx_planning_project_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.project,uk_planning_project_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
planning.project,idx_planning_project_status,"tenant_id,status",BTREE,否,,待办和状态查询
planning.project,idx_planning_project_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.project,idx_planning_project_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
planning.project,uk_planning_project_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
planning.project_item,idx_planning_project_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.project_item,idx_planning_project_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.change_request,idx_planning_change_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.change_request,uk_planning_change_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
planning.change_request,idx_planning_change_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
planning.change_request,idx_planning_change_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.change_request,idx_planning_change_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
planning.change_request,uk_planning_change_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
planning.change_request_item,idx_planning_change_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.change_request_item,idx_planning_change_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.event_handover,idx_planning_event_handover_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.event_handover,uk_planning_event_handover_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
planning.event_handover,idx_planning_event_handover_status,"tenant_id,status",BTREE,否,,待办和状态查询
planning.event_handover,idx_planning_event_handover_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
planning.event_handover,idx_planning_event_handover_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
planning.event_handover,uk_planning_event_handover_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
planning.event_handover_item,idx_planning_event_handover_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
planning.event_handover_item,idx_planning_event_handover_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.product_listing,idx_ecommerce_product_listing_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.product_listing,uk_ecommerce_product_listing_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ecommerce.product_listing,idx_ecommerce_product_listing_status,"tenant_id,status",BTREE,否,,待办和状态查询
ecommerce.product_listing,idx_ecommerce_product_listing_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.product_listing,idx_ecommerce_product_listing_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ecommerce.product_listing,uk_ecommerce_product_listing_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ecommerce.product_listing_item,idx_ecommerce_product_listing_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.product_listing_item,idx_ecommerce_product_listing_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.ota_order,idx_ecommerce_ota_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.ota_order,uk_ecommerce_ota_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ecommerce.ota_order,idx_ecommerce_ota_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
ecommerce.ota_order,idx_ecommerce_ota_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.ota_order,idx_ecommerce_ota_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ecommerce.ota_order,uk_ecommerce_ota_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ecommerce.ota_order_item,idx_ecommerce_ota_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.ota_order_item,idx_ecommerce_ota_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.refund_order,idx_ecommerce_refund_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.refund_order,uk_ecommerce_refund_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ecommerce.refund_order,idx_ecommerce_refund_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
ecommerce.refund_order,idx_ecommerce_refund_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.refund_order,idx_ecommerce_refund_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ecommerce.refund_order,uk_ecommerce_refund_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ecommerce.refund_order_item,idx_ecommerce_refund_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.refund_order_item,idx_ecommerce_refund_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.review_complaint,idx_ecommerce_review_complaint_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.review_complaint,uk_ecommerce_review_complaint_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
ecommerce.review_complaint,idx_ecommerce_review_complaint_status,"tenant_id,status",BTREE,否,,待办和状态查询
ecommerce.review_complaint,idx_ecommerce_review_complaint_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
ecommerce.review_complaint,idx_ecommerce_review_complaint_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
ecommerce.review_complaint,uk_ecommerce_review_complaint_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
ecommerce.review_complaint_item,idx_ecommerce_review_complaint_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
ecommerce.review_complaint_item,idx_ecommerce_review_complaint_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.short_video_release,idx_media_short_video_release_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.short_video_release,uk_media_short_video_release_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
media.short_video_release,idx_media_short_video_release_status,"tenant_id,status",BTREE,否,,待办和状态查询
media.short_video_release,idx_media_short_video_release_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.short_video_release,idx_media_short_video_release_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
media.short_video_release,uk_media_short_video_release_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
media.short_video_release_item,idx_media_short_video_release_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.short_video_release_item,idx_media_short_video_release_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.live_session,idx_media_live_session_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.live_session,uk_media_live_session_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
media.live_session,idx_media_live_session_status,"tenant_id,status",BTREE,否,,待办和状态查询
media.live_session,idx_media_live_session_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.live_session,idx_media_live_session_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
media.live_session,uk_media_live_session_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
media.live_session_item,idx_media_live_session_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.live_session_item,idx_media_live_session_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.ad_campaign,idx_media_ad_campaign_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.ad_campaign,uk_media_ad_campaign_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
media.ad_campaign,idx_media_ad_campaign_status,"tenant_id,status",BTREE,否,,待办和状态查询
media.ad_campaign,idx_media_ad_campaign_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.ad_campaign,idx_media_ad_campaign_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
media.ad_campaign,uk_media_ad_campaign_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
media.ad_campaign_item,idx_media_ad_campaign_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.ad_campaign_item,idx_media_ad_campaign_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.public_opinion_case,idx_media_public_opinion_case_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.public_opinion_case,uk_media_public_opinion_case_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
media.public_opinion_case,idx_media_public_opinion_case_status,"tenant_id,status",BTREE,否,,待办和状态查询
media.public_opinion_case,idx_media_public_opinion_case_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
media.public_opinion_case,idx_media_public_opinion_case_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
media.public_opinion_case,uk_media_public_opinion_case_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
media.public_opinion_case_item,idx_media_public_opinion_case_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
media.public_opinion_case_item,idx_media_public_opinion_case_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.authorization,idx_brand_authorization_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.authorization,uk_brand_authorization_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
brand.authorization,idx_brand_authorization_status,"tenant_id,status",BTREE,否,,待办和状态查询
brand.authorization,idx_brand_authorization_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.authorization,idx_brand_authorization_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
brand.authorization,uk_brand_authorization_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
brand.authorization_item,idx_brand_authorization_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.authorization_item,idx_brand_authorization_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.material_review,idx_brand_material_review_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.material_review,uk_brand_material_review_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
brand.material_review,idx_brand_material_review_status,"tenant_id,status",BTREE,否,,待办和状态查询
brand.material_review,idx_brand_material_review_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.material_review,idx_brand_material_review_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
brand.material_review,uk_brand_material_review_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
brand.material_review_item,idx_brand_material_review_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.material_review_item,idx_brand_material_review_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.infringement_case,idx_brand_infringement_case_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.infringement_case,uk_brand_infringement_case_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
brand.infringement_case,idx_brand_infringement_case_status,"tenant_id,status",BTREE,否,,待办和状态查询
brand.infringement_case,idx_brand_infringement_case_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
brand.infringement_case,idx_brand_infringement_case_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
brand.infringement_case,uk_brand_infringement_case_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
brand.infringement_case_item,idx_brand_infringement_case_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
brand.infringement_case_item,idx_brand_infringement_case_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.reception_order,idx_reception_reception_order_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.reception_order,uk_reception_reception_order_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reception.reception_order,idx_reception_reception_order_status,"tenant_id,status",BTREE,否,,待办和状态查询
reception.reception_order,idx_reception_reception_order_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.reception_order,idx_reception_reception_order_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reception.reception_order,uk_reception_reception_order_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reception.reception_order_item,idx_reception_reception_order_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.reception_order_item,idx_reception_reception_order_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.change_request,idx_reception_change_request_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.change_request,uk_reception_change_request_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reception.change_request,idx_reception_change_request_status,"tenant_id,status",BTREE,否,,待办和状态查询
reception.change_request,idx_reception_change_request_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.change_request,idx_reception_change_request_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reception.change_request,uk_reception_change_request_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reception.change_request_item,idx_reception_change_request_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.change_request_item,idx_reception_change_request_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.guide_execution,idx_reception_guide_execution_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.guide_execution,uk_reception_guide_execution_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reception.guide_execution,idx_reception_guide_execution_status,"tenant_id,status",BTREE,否,,待办和状态查询
reception.guide_execution,idx_reception_guide_execution_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.guide_execution,idx_reception_guide_execution_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reception.guide_execution,uk_reception_guide_execution_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
reception.guide_execution_item,idx_reception_guide_execution_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.guide_execution_item,idx_reception_guide_execution_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.complaint,idx_reception_complaint_tenant,tenant_id,BTREE,否,,租户过滤/RLS
reception.complaint,uk_reception_complaint_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
reception.complaint,idx_reception_complaint_status,"tenant_id,status",BTREE,否,,待办和状态查询
reception.complaint,idx_reception_complaint_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
reception.complaint,idx_reception_complaint_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
reception.complaint,uk_reception_complaint_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
sales.lead,idx_sales_lead_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.lead,uk_sales_lead_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
sales.lead,idx_sales_lead_status,"tenant_id,status",BTREE,否,,待办和状态查询
sales.lead,idx_sales_lead_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.lead,idx_sales_lead_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
sales.lead,uk_sales_lead_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
sales.lead_item,idx_sales_lead_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.lead_item,idx_sales_lead_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.deal,idx_sales_deal_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.deal,uk_sales_deal_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
sales.deal,idx_sales_deal_status,"tenant_id,status",BTREE,否,,待办和状态查询
sales.deal,idx_sales_deal_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.deal,idx_sales_deal_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
sales.deal,uk_sales_deal_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
sales.deal_item,idx_sales_deal_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.deal_item,idx_sales_deal_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.secondary_sale,idx_sales_secondary_sale_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.secondary_sale,uk_sales_secondary_sale_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
sales.secondary_sale,idx_sales_secondary_sale_status,"tenant_id,status",BTREE,否,,待办和状态查询
sales.secondary_sale,idx_sales_secondary_sale_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.secondary_sale,idx_sales_secondary_sale_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
sales.secondary_sale,uk_sales_secondary_sale_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
sales.secondary_sale_item,idx_sales_secondary_sale_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.secondary_sale_item,idx_sales_secondary_sale_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.customer_handover,idx_sales_customer_handover_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.customer_handover,uk_sales_customer_handover_bizno,"tenant_id,business_no",BTREE,是,,租户内业务单号唯一
sales.customer_handover,idx_sales_customer_handover_status,"tenant_id,status",BTREE,否,,待办和状态查询
sales.customer_handover,idx_sales_customer_handover_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
sales.customer_handover,idx_sales_customer_handover_wf,workflow_instance_id,BTREE,否,,流程与业务对象关联
sales.customer_handover,uk_sales_customer_handover_business_no,"tenant_id,business_no",BTREE,是,,业务单号唯一约束
sales.customer_handover_item,idx_sales_customer_handover_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
sales.customer_handover_item,idx_sales_customer_handover_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
workflow.wf_orchestration_instance_item,idx_workflow_wf_orchestration_instance_item_tenant,tenant_id,BTREE,否,,租户过滤/RLS
workflow.wf_orchestration_instance_item,idx_workflow_wf_orchestration_instance_item_created,"tenant_id,created_at DESC",BTREE,否,,时间范围查询
