数据库,Schema,表名,表中文名,表类型,字段序号,字段名,字段中文名,PostgreSQL类型,允许空,默认值,主键,唯一,外键,敏感级别,业务/校验规则,字段来源,关联流程
sjg_oms,mdm,supplier,供应商主数据,主数据表,6,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,7,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,8,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,9,master_code,主数据编码,varchar(64),否,,否,是,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,10,master_name,主数据名称,varchar(255),否,,否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,11,master_type,主数据类型,varchar(64),是,,否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,12,status,状态,varchar(32),否,'ACTIVE',否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,13,external_ref,外部系统引用,varchar(128),是,,否,否,,P1-内部,,设计字段,
sjg_oms,mdm,supplier,供应商主数据,主数据表,14,attributes,扩展属性,jsonb,是,,否,否,,P1-内部,,设计字段,
sjg_oms,media,ad_campaign,新媒体投放主表,主表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,3,business_no,业务单号,varchar(64),否,,否,是,,P1-内部,租户内唯一；由core.sequence_rule生成,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,4,workflow_instance_id,流程实例ID,uuid,是,,否,否,workflow.wf_instance.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,5,status,业务状态,varchar(32),否,'DRAFT',否,否,,P1-内部,仅由状态机合法迁移,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,6,version_no,乐观锁版本,integer,否,0,否,否,,P1-内部,更新时version_no+1，冲突则拒绝,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,7,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,8,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,9,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,10,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,11,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,12,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,13,source_channel,来源渠道,varchar(32),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,14,business_date,业务日期,date,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,15,subject,主题,varchar(255),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,16,reason,原因,text,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,17,priority,优先级,varchar(16),否,'NORMAL',否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,18,risk_level,风险等级,varchar(16),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,19,owner_center_id,归属中心,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,20,owner_department_id,归属部门,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,21,owner_employee_id,责任人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,22,planned_start_at,计划开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,23,planned_finish_at,计划完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,24,actual_start_at,实际开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,25,actual_end_at,实际完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,26,result_summary,结果摘要,text,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,27,closed_at,关闭时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,28,actual_amount,实际金额,"numeric(18,2)",是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,29,campaign_name,活动名称,varchar(200),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,30,campaign_no,活动/项目编号,varchar(32),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,31,change_action,操作类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,32,change_reason,变更原因,text,否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,33,content_asset_no,内容/物料编号,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,34,content_title,主题/标题,varchar(200),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,35,content_type,内容类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,36,copyright_info,版权授权信息,text,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,37,expected_effective_at,期望生效时间,timestamptz,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,38,known_impact,已知影响,text,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,39,planned_publish_at,计划发布时间,timestamptz,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,40,review_points,品牌/事实审核要点,text,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign,新媒体投放主表,主表,41,script_copy,脚本/文案,text,是,,否,否,,P1-内部,,原始流程字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,3,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,4,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,5,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,6,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,7,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,8,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,9,master_id,主表ID,uuid,否,,否,否,media.ad_campaign.id,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,10,field_code,来源字段编码,varchar(128),否,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,11,item_seq,明细序号,integer,否,0,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,12,item_key,明细键,varchar(128),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,13,item_name,明细名称,varchar(255),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,14,item_value_text,文本值,text,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,15,item_value_number,数值,"numeric(24,8)",是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,16,item_value_json,结构化值,jsonb,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,17,related_object_type,关联对象类型,varchar(128),是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,18,related_object_id,关联对象ID,uuid,是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,19,amount,金额,"numeric(18,2)",是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,20,quantity,数量,"numeric(18,6)",是,,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,ad_campaign_item,新媒体投放明细项,子表,21,sort_no,排序,integer,否,0,否,否,,P1-内部,,设计字段,P107
sjg_oms,media,live_session,直播场次主表,主表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,3,business_no,业务单号,varchar(64),否,,否,是,,P1-内部,租户内唯一；由core.sequence_rule生成,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,4,workflow_instance_id,流程实例ID,uuid,是,,否,否,workflow.wf_instance.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,5,status,业务状态,varchar(32),否,'DRAFT',否,否,,P1-内部,仅由状态机合法迁移,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,6,version_no,乐观锁版本,integer,否,0,否,否,,P1-内部,更新时version_no+1，冲突则拒绝,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,7,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,8,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,9,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,10,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,11,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,12,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,13,source_channel,来源渠道,varchar(32),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,14,business_date,业务日期,date,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,15,subject,主题,varchar(255),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,16,reason,原因,text,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,17,priority,优先级,varchar(16),否,'NORMAL',否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,18,risk_level,风险等级,varchar(16),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,19,owner_center_id,归属中心,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,20,owner_department_id,归属部门,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,21,owner_employee_id,责任人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,22,planned_start_at,计划开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,23,planned_finish_at,计划完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,24,actual_start_at,实际开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,25,actual_end_at,实际完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,26,result_summary,结果摘要,text,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,27,closed_at,关闭时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session,直播场次主表,主表,28,actual_amount,实际金额,"numeric(18,2)",是,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,29,attendance_type,假勤类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,30,content_asset_no,内容/物料编号,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,31,content_title,主题/标题,varchar(200),否,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,32,content_type,内容类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,33,copyright_info,版权授权信息,text,是,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,34,planned_publish_at,计划发布时间,timestamptz,是,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,35,review_points,品牌/事实审核要点,text,是,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,36,script_copy,脚本/文案,text,是,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session,直播场次主表,主表,37,start_at,开始时间,timestamptz,否,,否,否,,P1-内部,,原始流程字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,3,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,4,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,5,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,6,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,7,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,8,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,9,master_id,主表ID,uuid,否,,否,否,media.live_session.id,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,10,field_code,来源字段编码,varchar(128),否,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,11,item_seq,明细序号,integer,否,0,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,12,item_key,明细键,varchar(128),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,13,item_name,明细名称,varchar(255),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,14,item_value_text,文本值,text,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,15,item_value_number,数值,"numeric(24,8)",是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,16,item_value_json,结构化值,jsonb,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,17,related_object_type,关联对象类型,varchar(128),是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,18,related_object_id,关联对象ID,uuid,是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,19,amount,金额,"numeric(18,2)",是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,20,quantity,数量,"numeric(18,6)",是,,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,live_session_item,直播场次明细项,子表,21,sort_no,排序,integer,否,0,否,否,,P1-内部,,设计字段,P106
sjg_oms,media,public_opinion_case,舆情事项主表,主表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,3,business_no,业务单号,varchar(64),否,,否,是,,P1-内部,租户内唯一；由core.sequence_rule生成,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,4,workflow_instance_id,流程实例ID,uuid,是,,否,否,workflow.wf_instance.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,5,status,业务状态,varchar(32),否,'DRAFT',否,否,,P1-内部,仅由状态机合法迁移,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,6,version_no,乐观锁版本,integer,否,0,否,否,,P1-内部,更新时version_no+1，冲突则拒绝,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,7,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,8,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,9,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,10,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,11,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,12,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,13,source_channel,来源渠道,varchar(32),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,14,business_date,业务日期,date,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,15,subject,主题,varchar(255),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,16,reason,原因,text,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,17,priority,优先级,varchar(16),否,'NORMAL',否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,18,risk_level,风险等级,varchar(16),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,19,owner_center_id,归属中心,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,20,owner_department_id,归属部门,uuid,是,,否,否,org.organization.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,21,owner_employee_id,责任人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,22,planned_start_at,计划开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,23,planned_finish_at,计划完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,24,actual_start_at,实际开始,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,25,actual_end_at,实际完成,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,26,result_summary,结果摘要,text,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,27,closed_at,关闭时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,28,actual_amount,实际金额,"numeric(18,2)",是,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,29,content_asset_no,内容/物料编号,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,30,content_title,主题/标题,varchar(200),否,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,31,content_type,内容类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,32,copyright_info,版权授权信息,text,是,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,33,incident_patrol_no,事件/巡检编号,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,34,incident_type,事件类型,varchar(64),否,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,35,planned_publish_at,计划发布时间,timestamptz,是,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,36,review_points,品牌/事实审核要点,text,是,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case,舆情事项主表,主表,37,script_copy,脚本/文案,text,是,,否,否,,P1-内部,,原始流程字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,3,created_by,创建人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,4,created_at,创建时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,5,updated_by,更新人,uuid,是,,否,否,org.employee.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,6,updated_at,更新时间,timestamptz,否,now(),否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,7,is_deleted,逻辑删除,boolean,否,false,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,8,deleted_at,删除时间,timestamptz,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,9,master_id,主表ID,uuid,否,,否,否,media.public_opinion_case.id,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,10,field_code,来源字段编码,varchar(128),否,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,11,item_seq,明细序号,integer,否,0,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,12,item_key,明细键,varchar(128),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,13,item_name,明细名称,varchar(255),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,14,item_value_text,文本值,text,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,15,item_value_number,数值,"numeric(24,8)",是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,16,item_value_json,结构化值,jsonb,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,17,related_object_type,关联对象类型,varchar(128),是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,18,related_object_id,关联对象ID,uuid,是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,19,amount,金额,"numeric(18,2)",是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,20,quantity,数量,"numeric(18,6)",是,,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,public_opinion_case_item,舆情事项明细项,子表,21,sort_no,排序,integer,否,0,否,否,,P1-内部,,设计字段,P108
sjg_oms,media,short_video_release,短视频发布主表,主表,1,id,主键ID,uuid,否,gen_random_uuid(),是,否,,P1-内部,,设计字段,P105
sjg_oms,media,short_video_release,短视频发布主表,主表,2,tenant_id,租户ID,uuid,否,,否,否,core.tenant.id,P1-内部,所有业务唯一键必须包含tenant_id,设计字段,P105
sjg_oms,media,short_video_release,短视频发布主表,主表,3,business_no,业务单号,varchar(64),否,,否,是,,P1-内部,租户内唯一；由core.sequence_rule生成,设计字段,P105
sjg_oms,media,short_video_release,短视频发布主表,主表,4,workflow_instance_id,流程实例ID,uuid,是,,否,否,workflow.wf_instance.id,P1-内部,,设计字段,P105
sjg_oms,media,short_video_release,短视频发布主表,主表,5,status,业务状态,varchar(32),否,'DRAFT',否,否,,P1-内部,仅由状态机合法迁移,设计字段,P105
sjg_oms,media,short_video_release,短视频发布主表,主表,6,version_no,乐观锁版本,integer,否,0,否,否,,P1-内部,更新时version_no+1，冲突则拒绝,设计字段,P105
