source_table,source_column,target_table,target_column,relation_type,on_delete,note
itops.network_change,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.network_change,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_change_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.network_change_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.network_change_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.event_support,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.event_support,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
itops.event_support,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.event_support,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.event_support,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.event_support,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.event_support,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.event_support_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.event_support_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.event_support_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.service_request,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.service_request,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
itops.service_request,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.service_request,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.service_request,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.service_request,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.service_request,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.service_request_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.service_request_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.service_request_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.release,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.release,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
devops.release,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.release,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.release,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.release,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.release,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
devops.release_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.release_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.release_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
iam.account_execution,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
iam.account_execution,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
iam.account_execution,created_by,org.employee,id,N:1,RESTRICT,字段级外键
iam.account_execution,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
iam.account_execution,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
iam.account_execution,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
iam.account_execution,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
iam.account_execution_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
iam.account_execution_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
iam.account_execution_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
itops.recovery_drill,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
itops.recovery_drill_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
itops.recovery_drill_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
itops.recovery_drill_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.requirement,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.requirement,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
devops.requirement,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.requirement,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.requirement,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.requirement,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.requirement,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
devops.requirement_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.requirement_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.requirement_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.defect,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.defect,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
devops.defect,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.defect,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.defect,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.defect,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
devops.defect,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
devops.defect_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
devops.defect_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
devops.defect_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.material_request,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.material_request,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
content.material_request,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.material_request,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.material_request,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
content.material_request,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
content.material_request,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
content.material_request_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.material_request_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.material_request_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.shooting_task,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.shooting_task,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
content.shooting_task,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.shooting_task,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.shooting_task,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
content.shooting_task,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
content.shooting_task,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
content.shooting_task_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.shooting_task_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.shooting_task_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.change_request,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.change_request,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
content.change_request,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.change_request,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
content.change_request,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
content.change_request,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
content.change_request,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
content.change_request_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
content.change_request_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
content.change_request_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.project,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.project,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
planning.project,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.project,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.project,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.project,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.project,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
planning.project_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.project_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.project_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.change_request,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.change_request,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
planning.change_request,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.change_request,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.change_request,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.change_request,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.change_request,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
planning.change_request_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.change_request_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.change_request_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.event_handover,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.event_handover,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
planning.event_handover,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.event_handover,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.event_handover,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.event_handover,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
planning.event_handover,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
planning.event_handover_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
planning.event_handover_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
planning.event_handover_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.product_listing_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.ota_order_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.refund_order_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
ecommerce.review_complaint_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.short_video_release,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.short_video_release,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
media.short_video_release,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.short_video_release,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.short_video_release,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
media.short_video_release,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
media.short_video_release,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
media.short_video_release_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.short_video_release_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.short_video_release_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.live_session,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.live_session,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
media.live_session,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.live_session,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.live_session,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
media.live_session,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
media.live_session,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
media.live_session_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.live_session_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.live_session_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.ad_campaign,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.ad_campaign,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
media.ad_campaign,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.ad_campaign,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.ad_campaign,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
media.ad_campaign,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
media.ad_campaign,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
media.ad_campaign_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.ad_campaign_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.ad_campaign_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
media.public_opinion_case,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
media.public_opinion_case_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
media.public_opinion_case_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
media.public_opinion_case_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.authorization,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.authorization,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
brand.authorization,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.authorization,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.authorization,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.authorization,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.authorization,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
brand.authorization_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.authorization_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.authorization_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.material_review,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.material_review,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
brand.material_review,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.material_review,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.material_review,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.material_review,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.material_review,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
brand.material_review_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.material_review_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.material_review_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.infringement_case,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.infringement_case,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
brand.infringement_case,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.infringement_case,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.infringement_case,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.infringement_case,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
brand.infringement_case,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
brand.infringement_case_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
brand.infringement_case_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
brand.infringement_case_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.reception_order,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.reception_order,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
reception.reception_order,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.reception_order,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.reception_order,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.reception_order,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.reception_order,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
reception.reception_order_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.reception_order_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.reception_order_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.change_request,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.change_request,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
reception.change_request,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.change_request,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.change_request,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.change_request,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.change_request,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
reception.change_request_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.change_request_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.change_request_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.guide_execution,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.guide_execution,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
reception.guide_execution,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.guide_execution,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.guide_execution,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.guide_execution,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.guide_execution,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
reception.guide_execution_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.guide_execution_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.guide_execution_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.complaint,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
reception.complaint,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
reception.complaint,created_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.complaint,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
reception.complaint,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.complaint,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
reception.complaint,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
sales.lead,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.lead,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
sales.lead,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.lead,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.lead,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.lead,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.lead,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
sales.lead_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.lead_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.lead_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.deal,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.deal,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
sales.deal,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.deal,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.deal,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.deal,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.deal,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
sales.deal_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.deal_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.deal_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.secondary_sale,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
sales.secondary_sale_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.secondary_sale_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.secondary_sale_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.customer_handover,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.customer_handover,workflow_instance_id,workflow.wf_instance,id,N:1,RESTRICT,字段级外键
sales.customer_handover,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.customer_handover,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.customer_handover,owner_center_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.customer_handover,owner_department_id,org.organization,id,N:1,RESTRICT,字段级外键
sales.customer_handover,owner_employee_id,org.employee,id,N:1,RESTRICT,字段级外键
sales.customer_handover_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
sales.customer_handover_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
sales.customer_handover_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
workflow.wf_orchestration_instance_item,tenant_id,core.tenant,id,N:1,RESTRICT,字段级外键
workflow.wf_orchestration_instance_item,created_by,org.employee,id,N:1,RESTRICT,字段级外键
workflow.wf_orchestration_instance_item,updated_by,org.employee,id,N:1,RESTRICT,字段级外键
